1160150293818089472,florencia3g,El tema del reportaje era hablar de la gentrificación que produce Airbnb en la Cdmx. Lo propuse dos veces me dijeron que eran socios comerciales y que el tema no estaba aterrizado nunca me ayudó a bajar la propuesta,2019-08-10 11:25:59+00:00,5,0,,San Cristobal
1160047591926591488,Lakatus,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $963 MXN de descuento en tu primer viaje. https://abnb.me/e/c0UmCBOV1Y,2019-08-10 04:37:53+00:00,0,0,,San Cristobal
1159936574781452288,elsuperidolo,@SantanderMx buenas tardes si hago un pago con mi TDC en airbnb mi alojamiento es en Canadá al hacer el pago se considera como una compra en el extranjero? La transacción se haría desde México.,2019-08-09 21:16:44+00:00,0,0,,San Cristobal
1159936130180980736,elsuperidolo,Entonces si se considera como compra en el extranjero?,2019-08-09 21:14:58+00:00,0,0,,San Cristobal
1159934098749583360,elsuperidolo,@airbnb_mx una duda al hacer el pago del Airbnb en México pero el alojamiento se encuentra en el extranjero el pago cuenta como local o extranjero?,2019-08-09 21:06:54+00:00,0,0,,San Cristobal
1159919631039176705,APT_mx,En APT también se vive una experiencia Airbnb. Desde Pennsylvania tuvimos voluntariado esta mañana. #ExperienciaSolidaria #HéroesContraelHambrepic.twitter.com/PxbqsfYctM,2019-08-09 20:09:24+00:00,3,2,#ExperienciaSolidaria #HéroesContraelHambrepic,San Cristobal
1159892443720032256,jbalderramar,Se acaba de abrir la vacante de Policy Associate en Airbnb México los invito a echarle un ojo y aplicar. Gran oportunidad de desarrollo en el mundo tech en la empresa mas chingona. Apliquen! https://careers.airbnb.com/positions/1816169/ …,2019-08-09 18:21:22+00:00,1,0,,San Cristobal
1159676066060853248,mquinza,Olvida las comisiones bancarias: Morena va ahora por Uber y Airbnb http://dlvr.it/R9wnJn pic.twitter.com/wzfK93czoF,2019-08-09 04:01:34+00:00,0,0,,San Cristobal
1159572518753185792,isaaclcolorado,Alguien aquí ha tomado alguna “experiencia” como tour en Airbnb que me cuente qué tal le pareció.,2019-08-08 21:10:06+00:00,7,0,,San Cristobal
1159559169113858048,JRobertoCabral,Trasciende que @ArturoHerrera_G y diputados de Morena presentarán iniciativa para cobrar IVA en servicios digitales. Es de aplaudir sin embargo la medida debería también cobrar ISR a Amazon Netflix Airbnb etc por sus utilidades generadas en México. Es lo justo.,2019-08-08 20:17:04+00:00,4,1,,San Cristobal
1159527929799434241,hdsdelgadillo,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $963 MXN de descuento en tu primer viaje. https://abnb.me/e/2JN9CDfyZY,2019-08-08 18:12:56+00:00,0,0,,San Cristobal
1159521122611802118,Rutilya,Como sacas la factura de Airbnb? Nada más no puedo!! Jajajaja Gracias,2019-08-08 17:45:53+00:00,0,0,,San Cristobal
1159510122571321344,Kimberlyhuizar,¿Por qué Amazon Airbnb y Netflix deben pagar más impuestos en México? http://dlvr.it/R9vSWW pic.twitter.com/UoRJPZmfoa,2019-08-08 17:02:10+00:00,0,0,,San Cristobal
1159485430766755841,marianaarteaga,Mientras en la CDMX la discusión sobre los procesos de gentrificación y precarización provocados por el airbnb aquí en el gabacho hay un programa semanal en la tele (abc) con tips de cómo decorar tu depto sacarle fotos y etc. para anunciarlo y rentarlo en esa plataforma,2019-08-08 15:24:03+00:00,2,0,,San Cristobal
1159472466290466816,RiskMathicsFI,¿Por qué #Amazon #Airbnb y #Netflix deben pagar más impuestos?http://ow.ly/HcJ930pjQzm,2019-08-08 14:32:32+00:00,0,0,#Amazon #Airbnb #Netflix,San Cristobal
1159458970400149504,mcortess_2010,¿Por qué Amazon Airbnb y Netflix deben pagar más impuestos? https://www.altonivel.com.mx/empresas/por-que-amazon-airbnb-y-netflix-deben-pagar-mas-impuestos-en-mexico/#.XUwl6QFV6IA.twitter … vía @altonivel,2019-08-08 13:38:54+00:00,0,0,#,San Cristobal
1159415204247007232,Forbes_Mexico,Los Diputados han salido a la caza de los 10000 millones de pesos en impuestos que plataformas como Uber y Airbnb se 'ahorran' cada año ¿Qué te parece? https://enforb.es/2OLFzcN,2019-08-08 10:45:00+00:00,10,8,,San Cristobal
1159336315391041536,armandomrosas,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $963 MXN de descuento en tu primer viaje. https://abnb.me/e/iLOczMPFYY,2019-08-08 05:31:31+00:00,0,0,,San Cristobal
1159314467814985729,jilanzagorta,Pero bueno si le ha servido el discurso buenaondita a airbnb por qué no a los colivings.,2019-08-08 04:04:42+00:00,38,1,,San Cristobal
1159313756486283264,ItmagazineMex,Un viaje incomparable te espera en México gracias a #GoproMx y Airbnb Adventures. Aquí la nota: http://itmagazinemx.blogspot.com/#pic.twitter.com/zSdrVTtMVZ,2019-08-08 04:01:53+00:00,2,1,#GoproMx #pic,San Cristobal
1159313689532669953,ItmagazineMex,Un viaje incomparable te espera en México gracias a #GoproMx y Airbnb Adventures. Aquí la nota: http://itmagazinemx.blogspot.com/#pic.twitter.com/PZ7Y04EoRp,2019-08-08 04:01:37+00:00,2,1,#GoproMx #pic,San Cristobal
1159267986215096322,Forbes_Mexico,Los Diputados han salido a la caza de los 10000 millones de pesos en impuestos que plataformas como Uber y Airbnb se 'ahorran' cada año ¿Qué te parece? https://enforb.es/2OLFzcN,2019-08-08 01:00:00+00:00,27,18,,San Cristobal
1159257941469532160,DiverCityMx,En la #CDMX hay casi 18 mil alojamientos de #Airbnb concentrados en colonias donde vecinos e inquilinos son desplazados por el incremento en los costos del alquiler. ¿Qué otros problemas ha generado la turistificación de la ciudad? Descúbrelo en #RevistaChilango agosto. Vía #Chi,2019-08-08 00:20:05+00:00,3,0,#CDMX #Airbnb #RevistaChilango #Chi,San Cristobal
1159222763393040384,ChilangoCom,En la #CDMX hay casi 18 mil alojamientos de #Airbnb concentrados en colonias donde vecinos e inquilinos son desplazados por el incremento en los costos del alquiler. ¿Qué otros problemas ha generado la turistificación de la ciudad? Descúbrelo en #RevistaChilango agosto.pic.twitter.com/q8fUHfMY44,2019-08-07 22:00:18+00:00,22,3,#CDMX #Airbnb #RevistaChilango,San Cristobal
1159222561688956928,cohetemedina,Buscan cobrar 10000 mdp de IVA a empresas como Uber Airbnb Netflix y Spotify https://www.forbes.com.mx/buscan-cobrar-10000-mdp-de-iva-a-empresas-como-uber-airbnb-netflix-y-spotify/ …,2019-08-07 21:59:30+00:00,1,0,,San Cristobal
1159211031647813637,CorazonMORENAMx,AMLO descarta cobrar IVA a plataformas como Amazon Uber o Airbnb http://dlvr.it/R9rq4s pic.twitter.com/jJWcKVhc9Y,2019-08-07 21:13:41+00:00,0,0,,San Cristobal
1159184094636511233,Davite_r,La neta URGE cabrón que se regule el uso de suelo para plataformas como Airbnb; entre las inmobiliarias la gentrificación y esto nos estamos quedando sin lugares para vivir. “Me sacaron de casa; será Airbnb”: así se turistifica la CDMX http://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/ … vía @ChilangoCom,2019-08-07 19:26:39+00:00,2,0,,San Cristobal
1159181110372438016,Forbes_Mexico,Los Diputados han salido a la caza de los 10000 millones de pesos en impuestos que plataformas como Uber y Airbnb se 'ahorran' cada año ¿Qué te parece? Por: @Vyridiana https://enforb.es/2OLFzcN,2019-08-07 19:14:47+00:00,21,5,,San Cristobal
1159176700309250048,OrtizYo,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $963 MXN de descuento en tu primer viaje. https://es.airbnb.com/c/ortizr21?s=5&shared_item_type=9&virality_entry_point=13 …,2019-08-07 18:57:16+00:00,1,0,,San Cristobal
1159162619099570177,889Noticias,La @ProdeconMexico y la Comisión de Presupuesto de la Cámara de Diputados firmaron un convenio el cual propone actualizar la Ley del IVA por los servicios que prestan Uber Netflix y AirBnB y retenerles el 10% del IVA para combatir facturación falsa #MaríaInésContigopic.twitter.com/wJsDjC5U9u,2019-08-07 18:01:19+00:00,1,1,#MaríaInésContigopic,San Cristobal
1159097585539248128,JoseVictor_Rdz,Ya hice la tarea...! (uffff),2019-08-07 13:42:54+00:00,0,0,,San Cristobal
1158859760252411904,psskow,Mexico City has an AirBnB problem. Aquí los datos duros en Chilango https://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/ …,2019-08-06 21:57:52+00:00,12,5,,San Cristobal
1158770198503202816,ChilangoCom,Aventuras en scape rooms fiestas de la vendimia un festival de yoga reportajes sobre robots sexuales el impacto de Airbnb en colonias como la Juárez un paseo por la antigua Tenochtitlán qué hacer en la ciudad este mes y mucho más en las páginas de #RevistaChilango agosto.pic.twitter.com/cTKoh7XXC5,2019-08-06 16:01:58+00:00,29,4,#RevistaChilango,San Cristobal
1158770039430012930,HOTBOOKmagazine,¿Te imaginas hospedarte en una villa privada en la Polinesia Francesa en tus próximas vacaciones? Con Airbnb Luxe puedes hacerlo. Descubre todo sobre la nueva plataforma y sobre sus alojamientos más sorprendentes. #HOTbooking https://hotbook.com.mx/airbnb-luxe/ pic.twitter.com/JJO1pJw0ur,2019-08-06 16:01:20+00:00,0,0,#HOTbooking,San Cristobal
1158739734627344385,ChilangoCom,Airbnb está encargándose de que el turismo reemplace los barrios originales de la ciudad. https://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/ …,2019-08-06 14:00:55+00:00,20,10,,San Cristobal
1158574804548689920,MeDicenPolola,#1: Maldita gentrificación :( #2: Uuuuurrrrge regulación de los AirBnB https://twitter.com/06000Observa/status/1158382259327492096 …,2019-08-06 03:05:33+00:00,10,4,#1 #2,San Cristobal
1158574359864315907,patipenaloza,AirBNB y gentrificación están obligando a desalojar a gente mayor q lleva toda la vida en Cuauhtémoc B.Juárez M. Hidalgo y Coyoacán. Está destruyendo el tejido social de los barrios de #CDMX. Es más grave de lo que parece este "blanqueamiento" https://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/?fbclid=IwAR2s3gd99t_hwJ35tYM_XDLc6EQOn5PF3Ck_fW6XTmEn6z0BD_iUVfPl0wQ …,2019-08-06 03:03:47+00:00,25,20,#CDMX,San Cristobal
1158572004200648704,angvalenz,Pues dime en Airbnb salen muy caros con tan poco tiempo de anticipación.,2019-08-06 02:54:25+00:00,0,0,,San Cristobal
1158541788761808896,lapayolaradio,LIVE PODCAST: La pérdida de la propiedad on @Spreaker #airbnb #consumo #millenials #propiedad #tecnologiahttps://www.spreaker.com/user/payolaradio/la-perdida-de-la-propiedad?autoplay=1 …,2019-08-06 00:54:21+00:00,1,1,#airbnb #consumo #millenials #propiedad #tecnologiahttps,San Cristobal
1158509561197654016,Culturosa_,"Me sacaron de casa; será Airbnb": así se turistifica la CDMX https://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/ …,2019-08-05 22:46:18+00:00,1,0,,San Cristobal
1158484696919150595,Davo7412,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $963 MXN de descuento en tu primer viaje. https://abnb.me/e/8cy8pGZLUY,2019-08-05 21:07:30+00:00,0,0,,San Cristobal
1158483316506578944,javiercobuelo,"Me sacaron de casa; será Airbnb": así se turistifica la CDMX https://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/ …,2019-08-05 21:02:00+00:00,0,0,,San Cristobal
1158448710306525184,RulishFlamenco,¡Échale un vistazo a los alojamientos que Raul tiene en Airbnb! https://es.airbnb.com/users/64804502/listings?user_id=64804502&s=5 …,2019-08-05 18:44:30+00:00,0,0,,San Cristobal
1158382061339598848,Angel_JoachinR,Así es Swimmy el ‘Airbnb de las piscinas’ que acaba de llegar a España http://dlvr.it/R9j6qR pic.twitter.com/Wf6rmxINa7,2019-08-05 14:19:39+00:00,0,0,,San Cristobal
1158236975033270274,Guzman_susej,Me sacaron de casa; será Airbnb: así se turistifica la CDMX http://dlvr.it/R9gkrX pic.twitter.com/eSVn9YK19P,2019-08-05 04:43:08+00:00,0,0,,San Cristobal
1158224391819235328,MatildeTames,Me sacaron de casa; será Airbnb: así se turistifica la CDMX http://dlvr.it/R9gg1k pic.twitter.com/tDhrlFRY6t,2019-08-05 03:53:08+00:00,0,0,,San Cristobal
1158201775872184320,p_amART,Airbnb en la CDMX: así es la turistificación de la Ciudad https://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/ …,2019-08-05 02:23:16+00:00,0,0,,San Cristobal
1158196028329353216,ChilangoCom,Aplicaciones como Airbnb están acabando con el "barrio original". Vecinos que han habitado por generaciones una colonia ahora están siendo desplazados por turistas. https://www.chilango.com/noticias/reportajes/airbnb-en-la-cdmx/ …,2019-08-05 02:00:26+00:00,63,28,,San Cristobal
1158175593290227713,IquiCisneros,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $963 MXN de descuento en tu primer viaje. https://abnb.me/e/vkdMaTemTY,2019-08-05 00:39:13+00:00,0,0,,San Cristobal
1158171330644074496,Villalo_bob,Listo urge por favor!,2019-08-05 00:22:17+00:00,0,0,,San Cristobal
1158150640570212352,Villalo_bob,Pésimo servicio @airbnb_mx !!! Más de un mes con una aclaración y sigue sin resolverse!!! He proporcionado los documentos que solicitan y ni así Penelope me resuelve. Me están robando más de 3 mil pesos ! Ya tengo que ir con @AtencionProfeco?,2019-08-04 23:00:04+00:00,1,1,,San Cristobal
1158143554369261570,KronopioSinFama,P.D. La casa en la cual se suicidó: (Jardín 88 San Ángel Inn) está en renta por @Airbnb (https://www.airbnb.mx/rooms/640803?source_impression_id=p3_1564957495_9%2BtondIvZwbVTbQA …) por si quieren pasar una noches ahí. Y en venta también https://casa.metroscubicos.com/MLM-628022848-casa-en-venta-alvaro-obregon-ciudad-de-mexico-_JM …. @lhan55 y @larepublicadela. Por si les sobra unos pesos en la bolsa. ¡Saludos!,2019-08-04 22:31:55+00:00,1,0,,San Cristobal
1158134919874449408,anagromero,Splash of color... casadeloscactus . . . #colorful #travel #airbnb #casadeloscactus #condesa #instapic #instacolor #selfie @Casa de los Cactus https://www.instagram.com/p/B0wgpVIjwnR/?igshid=1j02guanjvdtm …,2019-08-04 21:57:36+00:00,0,0,#colorful #travel #airbnb #casadeloscactus #condesa #instapic #instacolor #selfie,San Cristobal
1158035209415118848,dikua_jewelry,Hola @airbnb_mx ¿de verdad no tienen soporte en fin de semana?,2019-08-04 15:21:23+00:00,0,0,,San Cristobal
1157885763079593993,FridaRuh,¿Dónde están los Airbnb’s en la CDMX? by @datavizerohttps://link.medium.com/06QqovW1RY,2019-08-04 05:27:33+00:00,3,0,,San Cristobal
1157877554948145152,RbyAEsqueda,Yo en un Airbnb en una feria la tuve que esperar porque se subió a todos los juegos entonces de compensación fuimos a su Airbnb se empezaba a poner interesante la platica... *y desperté haha *,2019-08-04 04:54:56+00:00,2,0,,San Cristobal
1157807010085244928,davidsandovalm7,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $50 de descuento en tu primer viaje. https://abnb.me/e/acuwlRzFRY,2019-08-04 00:14:36+00:00,0,0,,San Cristobal
1157678209607045120,josopan,1 mes con caso abierto de @airbnb_mx para que salgan con q no aceptan @AmericanExpress como forma de pago . Aquí la importancia de invertir en #CapacitaciónDeEmpleados #CapitalHumanoCalificado para q no se excusen en q reciben “muchas llamadas” “Somos muchos” #EpicFail,2019-08-03 15:42:48+00:00,0,0,#CapacitaciónDeEmpleados #CapitalHumanoCalificado #EpicFail,San Cristobal
1157660181905510400,Shiki_mx,Como lo mencioné. Seguramente hablo de ello en algún momento esto comparado con el uso de su teléfono y búsquedas de Google que seguramente hizo se empató y se llegó ese punto. Dudo que se haya violentado la seguridad de las conversaciones de aplicaciones de terceros.,2019-08-03 14:31:10+00:00,0,0,,San Cristobal
1157481125972983808,Kinkaviajes,Gracias a nuestros amigos de Argentina y Hawai por disfrutar con nosotros el tour “Apasiónate con #Frida #Diego y #Xochimilco” #KinkaTravelMexico #Travellers #Airbnb #SanAngel #RomaCondesa #Coyoacan #TourPrivadopic.twitter.com/70fGFeFDla,2019-08-03 02:39:40+00:00,1,1,#Frida #Diego #Xochimilco #KinkaTravelMexico #Travellers #Airbnb #SanAngel #RomaCondesa #Coyoacan #TourPrivadopic,San Cristobal
1157463494423470081,soylaucoronado,Diputados planean aplicar impuestos a las compras en Amazon Uber y Airbnb | El Economista #CulturaDigital #soyuncasohttps://www.eleconomista.com.mx/empresas/Diputados-planean-aplicar-impuestos-a-las-compras-en-Amazon-Uber-y-Airbnb-20190724-0114.html …,2019-08-03 01:29:36+00:00,0,0,#CulturaDigital #soyuncasohttps,San Cristobal
1157418564216864768,lalochaps_,Lean bien sobre el airbnb que les interesa antes de pagarlo... @cindychaps_pic.twitter.com/GzUVhInVGn,2019-08-02 22:31:04+00:00,3,0,,San Cristobal
1157401370045161477,TurismoCDMX,Reunión para fijar agenda de trabajo entre funcionarios de la Tesorería de la CdMx representantes de Airbnb y el Secretario de @turismocdmx @carlosmgturismo. Importantes coincidencias en favor de la competitividad turística de la Cdmx. Seguiremos trabajandopic.twitter.com/YBJkCXBIFv,2019-08-02 21:22:44+00:00,15,6,,San Cristobal
1157374207774191616,DarinelBecerra,Rentas vacacionales llegan al mercado Airbnb https://smartbuilding.mx/rentas-vacacionales-llegan-al-mercado-airbnb/ …,2019-08-02 19:34:48+00:00,0,0,,San Cristobal
1157330257856389120,ChilangoCom,Sexo con robots el aumento de rentas ocasionado por Airbnb y qué hay hoy en lo que era la orilla de la gran Tenochtitlan son los reportajes principales de #RevistaChilango agosto. ¡Corre por ella!pic.twitter.com/zLzpKMoE8V,2019-08-02 16:40:10+00:00,10,0,#RevistaChilango,San Cristobal
1157310837801009160,rbk_st,Nos cortaron la luz en el @Airbnb hazme el puto favor,2019-08-02 15:23:00+00:00,2,0,,San Cristobal
1157140454657236992,denisegardel,Paren todo nuestro anfitrión de airbnb esTÁ GUAPÍSIMOOOOOOOO,2019-08-02 04:05:57+00:00,6,0,,San Cristobal
1157116708659912704,donfroy3D,@airbnb_mx Solicité un cambio de fecha para mí viaje hace 24 horas... Aún no recibo respuesta! Ayuda :(,2019-08-02 02:31:36+00:00,0,0,,San Cristobal
1157054919008038912,albertOyoO,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $7 863 MXN de descuento en tu primer viaje. https://abnb.me/e/2ox8k6ZdOY,2019-08-01 22:26:04+00:00,0,0,,San Cristobal
1157046223326601216,angolerosoy,A mi esa kayak airbnb me dan cosa. Como dice el meme "parece falso",2019-08-01 21:51:31+00:00,1,0,,San Cristobal
1157027611425615872,PolaDiazB,Cosas que no se ven en IG: Casi no duermo camino chingos ceno fruta o ensalada trabajo en las noches me fui de un airbnb porque estaba terrible y casi quedo homeless me mareo en los botes y buses . Vengo planeando todo desde hace mucho. No soy ni rica. Se lo que quiero.,2019-08-01 20:37:33+00:00,1,0,,San Cristobal
1156975721966972930,antoniojl78,Oye @airbnb_mx me pueden decir cuál es su referencia al tipo de cambio? Del dof? De algún banco?,2019-08-01 17:11:22+00:00,0,0,,San Cristobal
1156736516829470721,azzuko,¿Has probado Airbnb? Regístrate a través de mi enlace y conseguirás hasta $34 de descuento en tu primer viaje. https://abnb.me/e/DHy2vBALMY,2019-08-01 01:20:51+00:00,1,0,,San Cristobal
